GeneSym	HP1504101T2D_wholeislet	HP1506401_wholeislet	HP1504901_wholeislet	HP1508501T2D_wholeislet	HP1507101_wholeislet	HP1526901T2D_wholeislet	HP1525301T2D_wholeislet
STATH	0	0	0	0	0	0	0
HTN1	0	0	0	0	0	0	0
PRR27	0	0	0	2	0	0	0
CSN1S2AP	0	0	0	0	0	0	0
CSN1S2BP	0	0	0	0	0	0	0
FDCSP	9	0	0	13	0	28	2
CSN3	0	0	0	3	2	0	1
ODAM	14	20	3	33	26	60	12
SMR3A	0	0	0	0	0	0	0
CABS1	0	0	0	0	0	0	0
SMR3B	0	0	0	0	0	0	0
PROL1	0	0	0	0	0	0	0
AMTN	0	0	0	2	4	0	12
UTP3	1727	2263	2205	3328	2319	1802	1852
AMBN	0	0	2	18	8	0	5
ENAM	827	549	838	1237	1085	411	849
IGJ	8	3	2	6	3	3	10
RUFY3	5084	6016	6881	5372	6348	4933	3667
DCK	4119	6093	4518	3515	5115	2322	2462
ALB	3458	24977	1816	6577	2985	6964	5049
AFM	7	14	11	10	0	8	28
LOC728040	0	3	0	0	0	2	0
CXCL6	744	672	209	6171	610	1943	3786
CXCL8	1113	1030	317	8299	584	2673	3087
CXCL1	449	560	98	4056	320	1158	1236
PF4V1	2	0	4	7	4	0	9
PF4	13	1	2	31	2	1	18
PPBP	2	0	2	8	6	10	57
CXCL2	164	453	59	1660	79	427	446
CXCL3	92	147	24	571	41	207	187
PPBPP2	0	0	0	0	0	0	0
CXCL5	54	97	28	1256	77	296	1105
EPGN	0	2	4	4	0	1	2
AREG	1	1	3	13	4	5	16
BTC	218	176	217	213	358	126	148
THAP6	971	1107	1385	1262	1524	918	641
C4orf26	0	0	2	2	0	1	0
G3BP2	17045	17681	19334	20241	20830	13598	12756
NAAA	1221	1214	1411	1198	1848	1038	1446
SDAD1	2459	2906	3539	3465	3571	2391	2116
CXCL9	0	4	0	39	10	32	13
CXCL11	19	48	8	40	4	23	12
NUP54	1128	1596	1532	1617	1484	1117	965
CXCL10	0	18	0	6	6	30	10
SCARB2	34697	34525	35856	44057	37145	27560	26980
CCDC158	280	356	370	218	315	237	326
STBD1	316	329	476	614	795	342	301
MIR4450	0	0	0	0	0	0	0
SOWAHB	393	335	457	493	531	370	336
SEPT11	7199	5645	7061	6432	7966	5266	4306
CCNG2	2485	2661	3165	2589	3778	2659	2061
MRPL1	1183	1695	1613	1858	1720	1071	1145
ANXA3	1042	2503	893	4607	838	1612	2679
LINC01094	6	8	6	7	16	6	12
PAQR3	943	833	1046	885	733	628	502
NAA11	0	0	0	0	0	0	0
GK2	0	0	0	0	0	0	0
PCAT4	0	0	0	0	0	0	0
PRDM8	116	23	2	26	6	64	13
FGF5	16	8	2	11	31	8	5
BMP3	7	18	82	2	8	22	11
RASGEF1B	869	949	1738	601	1535	938	675
HNRNPD	5346	6841	7601	9551	6701	5913	5473
HNRNPDL	10297	14579	17484	14020	12905	9821	9578
TMEM150C	990	1183	1610	711	1641	1090	620
LINC00575	0	0	0	0	0	0	0
MIR575	0	0	0	0	0	0	0
THAP9	350	444	524	436	481	365	353
THAP9-AS1	556	1240	1054	558	695	511	1076
COPS4	3158	4014	3638	4252	4705	2843	2964
COQ2	541	585	546	633	724	462	541
HPSE	235	510	329	559	361	350	271
FAM175A	447	584	744	660	935	492	470
HELQ	671	768	927	966	942	674	537
MRPS18C	509	593	612	876	746	411	466
AGPAT9	802	414	529	854	760	601	338
NKX6-1	4115	4126	4931	3655	6439	3744	2108
CDS1	1711	2032	1893	2269	1987	1533	1881
WDFY3-AS2	239	300	312	230	367	161	236
MIR4451	0	0	0	0	0	0	0
LOC101929064	0	0	0	2	0	0	0
C4orf36	10	26	30	31	30	28	31
SLC10A6	0	0	0	7	4	3	2
LOC100506746	159	219	207	254	257	183	142
KLHL8	2293	1939	2472	2212	2368	1606	1339
HSD17B13	34	54	16	121	12	112	28
MIR5705	0	0	0	0	0	0	0
HSD17B11	1606	1953	1502	2833	1644	1721	2345
SPARCL1	179	575	101	1597	225	135	936
NUDT9	4158	6170	3524	6525	3837	3826	3159
DMP1	0	0	0	0	0	0	0
DSPP	0	0	0	2	0	0	4
IBSP	0	0	0	2	13	6	11
MEPE	0	0	0	9	6	2	10
SPP1	31758	24480	8436	105003	33474	35008	174050
PPM1K	4819	3374	2587	3557	5337	1814	2901
HERC6	1253	1870	1818	2136	2405	1448	1465
PIGY+PYURF	6399	6521	6775	6484	7817	5105	4896
NAP1L5	2536	2298	2252	2001	3080	1690	1646
FAM13A-AS1	15	24	49	65	33	27	29
TIGD2	423	531	544	678	591	462	365
SNCA-AS1	0	0	0	0	0	0	0
ATOH1	0	0	0	0	0	0	0
HPGDS	10	6	8	23	22	38	4
LOC100507012	5	0	0	4	0	0	0
PDHA2	1	1	0	0	0	0	0
EIF4E	1300	1517	1674	1566	1961	1279	1282
METAP1	1991	2587	2364	2915	2360	1831	1490
MIR3684	0	0	0	0	0	0	0
ADH4	4	2	0	1	0	0	5
PCNAP1	0	0	0	0	0	0	0
ADH1B	34	93	21	92	93	46	46
ADH1A	2	16	3	1	6	6	7
ADH7	0	0	0	0	0	0	0
TRMT10A	388	754	430	687	559	344	388
C4orf17	0	0	0	0	2	0	0
DAPP1	33	76	46	117	47	103	169
DNAJB14	3998	3902	4654	3685	4773	2813	2711
LAMTOR3	4841	5151	6359	5731	6379	4173	3717
LOC256880	2	8	3	3	8	11	0
H2AFZ	9360	7307	8572	9095	9330	5671	4614
DDIT4L	8	8	36	28	8	28	10
LINC01216	0	0	0	0	0	0	0
MIR8066	0	0	0	0	0	0	0
FLJ20021	41	78	74	144	117	74	59
SLC39A8	1249	2251	1116	1998	997	1132	1046
NFKB1	1803	1864	2065	3628	2218	1944	2069
UBE2D3	13399	15031	18008	18917	19718	12633	12537
BDH2	587	1312	568	1094	497	1120	866
SLC9B2	1698	1466	1614	1805	1655	1264	987
CXXC4	2271	2827	3177	3021	3247	2406	1837
ARHGEF38-IT1	0	0	6	2	0	0	1
INTS12	867	994	1026	1246	1120	872	705
AIMP1	2623	3484	3524	3548	3746	2654	2512
GIMD1	0	0	0	0	0	0	0
PAPSS1	3960	4372	4483	4303	4874	3124	3069
CYP2U1	3822	4459	5129	3473	5778	3082	2093
LEF1-AS1	6	1	0	1	3	2	2
RPL34-AS1	16	22	16	14	23	8	1
RPL34	8751	12101	13518	17216	12181	9817	9846
ETNPPL	2	2	2	2	2	2	6
SEC24B-AS1	49	44	54	46	29	53	53
CASP6	741	1042	808	1299	696	855	816
GAR1	532	712	750	1022	599	601	600
PLA2G12A	4045	4678	5137	4168	5516	3154	3233
CFI	3854	3634	2267	4964	4421	4283	5137
LRIT3	10	7	12	20	5	4	2
C4orf32	401	410	566	642	398	353	308
AP1AR	2259	2413	4243	2384	3619	2251	1630
TIFA	532	930	513	924	668	450	462
NEUROG2	0	0	0	0	0	0	0
MIR302A	0	0	0	0	0	0	2
LARP7	1651	2516	2389	2780	2386	1976	1839
MIR367	2	0	0	0	2	0	0
MIR302D	0	0	0	0	0	0	0
MIR302C	0	0	0	0	0	0	0
MIR302B	0	0	1	0	0	0	0
MIR1243	0	0	0	0	0	0	0
MIR8082	0	0	0	0	0	0	0
ARSJ	598	331	288	873	647	397	504
UGT8	1288	1372	1438	1939	1460	1033	1399
MIR577	0	0	0	0	0	0	0
MIR1973	0	0	0	0	0	0	0
TRAM1L1	278	369	467	407	572	479	338
PRSS12	193	514	296	411	489	416	345
SNORA24	5	7	6	22	4	11	16
SNHG8	2406	2705	2175	3430	5090	2780	3169
CEP170P1	0	0	0	0	0	0	0
METTL14	1709	1720	2263	1820	2300	1233	1223
FABP2	0	4	0	0	0	19	2
C4orf3	4511	5953	5701	7926	7925	5132	4822
LOC645513	291	467	556	289	622	407	401
LINC01061	99	174	99	157	89	136	80
LINC01365	0	0	0	0	0	0	0
LOC100996694	0	0	2	0	6	0	0
MAD2L1	144	256	260	236	333	154	269
NDNF	877	247	348	277	51	54	42
TNIP3	0	0	0	6	2	2	0
ANXA5	14309	21118	15147	27671	17487	13749	14391
PP12613	0	0	0	0	0	0	0
CCNA2	97	167	86	173	144	96	204
EXOSC9	981	1264	1294	1407	1308	989	853
BBS7	1185	1082	1242	1267	1256	1023	958
IL2	0	0	0	0	0	0	0
IL21	0	0	0	0	0	0	0
CETN4P	31	86	33	57	77	19	32
BBS12	657	510	682	802	787	506	667
FGF2	178	212	85	754	126	424	466
NUDT6	51	104	52	76	80	50	39
SPRY1	154	179	265	182	239	227	150
ANKRD50	1391	1578	1812	1868	1734	1434	1134
MIR2054	0	0	0	0	0	0	0
SLC25A31	0	0	0	0	2	0	0
PLK4	50	96	66	79	76	59	69
C4orf29	580	458	558	619	592	399	409
PGRMC2	8305	10143	11530	10782	12134	7519	6303
PABPC4L	16	28	25	20	17	6	45
LINC00613	0	0	0	0	0	0	0
PCDH18	154	14	269	111	204	288	98
LINC00616	114	67	46	51	46	62	36
SLC7A11	996	678	784	1371	572	892	361
CCRN4L	432	484	639	681	578	422	412
MGARP	73	53	63	49	50	57	48
NDUFC1	1822	2134	2118	3301	2781	1749	2088
SETD7	4270	6447	5057	7145	5464	4442	3880
SCOC-AS1	30	41	34	98	59	67	39
LOC152586	0	0	1	0	0	0	0
CLGN	3386	4731	5523	3621	4579	2853	2006
ELMOD2	2392	3070	2730	2906	2980	2615	2476
UCP1	0	1	2	2	0	1	1
TNRC18P1	3	8	2	7	6	1	6
ZNF330	2447	2352	2397	3765	2645	2059	1779
LOC100507639	28	53	33	94	14	18	25
USP38	2709	2197	3502	2834	3424	2365	1864
SMARCA5-AS1	1	0	2	1	0	0	0
GUSBP5	23	47	47	39	35	38	35
GYPE	39	0	7	5	14	4	14
GYPB	0	0	0	0	0	0	0
GYPA	0	0	0	0	0	4	0
HHIP-AS1	4	50	15	8	4	2	31
OTUD4	2296	2540	3926	3267	2941	2411	1885
ABCE1	2173	2974	3268	3463	3213	2169	1955
SMAD1-AS2	0	0	0	0	0	0	0
C4orf51	1	1	0	1	0	0	2
MMAA	623	833	849	1349	927	715	708
LINC01095	0	0	0	0	0	1	0
LSM6	543	473	723	927	693	515	518
MIR7849	1	0	0	0	0	0	0
POU4F2	0	0	0	0	0	0	0
EDNRA	227	16	356	420	337	640	301
PRMT9	808	813	979	1109	1067	710	641
TMEM184C	1608	1859	1795	2242	2131	1508	1436
MIR4799	0	0	0	0	0	0	0
MAB21L2	4	0	0	6	2	2	12
SNORD73A	0	0	0	0	0	0	0
RPS3A	2958	4315	5508	7130	6951	3675	3852
PRSS48	0	0	0	0	0	0	0
PET112	721	999	1001	1402	1122	917	760
LOC100996286	0	2	0	0	0	0	8
DEAR	2	0	0	0	0	0	4
DKFZP434I0714	627	600	656	764	911	571	526
MIR3140	0	0	0	0	0	0	0
MIR4453	0	0	0	0	0	0	0
TMEM154	39	36	38	311	65	64	93
TIGD4	59	76	100	103	116	54	67
ANXA2P1	98	130	73	418	171	169	237
TLR2	173	377	102	502	106	255	305
SFRP2	623	185	728	2447	1345	1960	1799
PLRG1	2815	3086	3835	3660	3871	2842	2181
FGB	280	127	178	2794	295	310	776
FGA	136	98	52	1579	213	128	1019
FGG	83	92	82	1453	265	139	1152
LRAT	137	224	188	151	122	144	113
NPY2R	7	2	0	8	0	0	2
MAP9	3476	3544	4748	3284	4119	2882	2553
GUCY1B3	4378	3675	3803	5426	4698	2784	2650
CTSO	1382	1728	1736	3287	2081	2220	1982
TDO2	22	4	79	59	49	79	17
LOC340017	0	2	0	0	0	0	0
FAM198B	833	631	925	753	642	878	477
TMEM144	561	1056	693	1628	459	783	753
PPID	2399	2422	3265	2987	3760	2129	2081
ETFDH	3632	3209	4854	4020	6629	2615	2558
C4orf46	455	529	781	591	731	450	375
MIR3688-2	0	0	0	0	0	0	0
MIR3688-1	0	0	0	0	0	0	0
RAPGEF2	1863	2151	2042	2721	2000	1536	1688
NAF1	478	416	515	586	657	343	343
NPY5R	14	32	2	9	11	9	18
NPY1R	102	298	107	176	117	154	195
TMA16	528	670	613	931	799	459	546
TKTL2	0	0	0	2	0	0	0
ANP32C	76	79	74	131	93	66	52
LINC01207	41	288	19	206	31	84	30
FAM218A	155	123	143	179	263	182	79
TRIM61	65	40	60	109	76	61	17
TRIM60	0	0	0	0	0	0	0
TMEM192	2012	2176	2802	2504	2516	1822	1458
MIR578	0	0	2	1	1	1	0
MSMO1	7233	4352	6028	9429	9336	5776	6000
LINC01179	0	0	0	0	0	0	0
LOC101928131	0	0	0	0	0	0	0
CBR4	2390	3167	2411	3492	3611	2278	2395
CLCN3	13948	16040	15838	13673	17021	10561	8861
LOC100506085	0	0	0	0	0	0	0
AADAT	388	550	543	341	559	463	366
MIR6082	0	0	0	0	0	0	0
HMGB2	1117	790	1275	1503	1493	1100	1119
SAP30	476	457	496	754	689	466	363
SCRG1	29	2	19	10	42	68	64
HAND2	61	63	62	160	279	91	33
FBXO8	1440	1832	1649	2038	2136	1424	1351
MIR4276	0	0	0	0	0	0	0
HPGD	522	270	953	530	340	387	288
SPATA4	3	17	16	26	19	12	20
ASB5	2	32	1	36	6	2	15
SPCS3	5883	7746	7443	8109	6914	5760	4864
VEGFC	198	45	186	279	247	95	97
AGA	1892	2286	1215	2715	1652	1407	2330
MGC45800	0	2	8	16	4	2	2
MIR1305	0	0	0	0	0	0	0
DCTD	3300	4069	4458	5229	4658	3513	3315
FAM92A1P2	0	0	0	0	1	0	0
WWC2-AS2	0	13	0	6	3	13	12
CLDN22	0	0	0	0	0	0	0
CLDN24	0	1	0	1	0	0	0
CDKN2AIP	1529	1739	2114	1708	2023	1372	1398
ING2	823	1292	1822	1303	1209	1037	861
RWDD4	530	692	908	639	713	630	522
TRAPPC11	2347	2581	2895	2922	2973	2303	2175
STOX2	128	113	133	156	215	133	94
LOC728175	0	0	2	7	1	7	2
CASP3	1461	1461	1708	1990	1623	1444	1579
CENPU	39	209	138	247	94	140	150
SLED1	0	5	0	0	0	1	0
MIR3945	0	0	0	0	0	0	0
LINC01093	0	0	3	0	0	0	0
LOC731424	0	0	0	2	4	0	0
HELT	0	0	0	0	0	0	0
SLC25A4	5390	5322	5721	5856	6779	4008	3812
LRP2BP	89	181	318	303	280	163	207
ANKRD37	36	49	119	157	179	58	76
UFSP2	1442	1975	1921	2345	2445	1666	1634
C4orf47	9	13	13	22	10	2	24
PDLIM3	1282	2241	893	7790	1117	2765	2916
TLR3	216	538	136	420	209	399	408
FAM149A	1301	1300	1746	1867	1715	1353	1219
FLJ38576	28	55	59	56	70	38	21
CYP4V2	4267	5340	4637	4477	7335	4426	4988
F11	375	758	456	513	614	575	443
MTNR1A	11	18	19	12	9	27	23
ZFP42	0	0	19	0	0	1	6
TRIML1	0	0	0	0	0	0	0
TRIML2	0	0	0	0	0	0	0
LINC01262	0	0	0	0	0	0	0
FRG1	600	867	894	983	1080	636	716
FRG2	0	0	0	0	0	0	0
DUX2+DUX4+DUX4L2+DUX4L3+DUX4L5+DUX4L6	0	0	0	0	0	0	0
DUX4+DUX4L2+DUX4L3+DUX4L4+DUX4L5+DUX4L6	0	0	0	0	0	0	0
DUX2	0	0	0	0	0	0	0
DUX4L4	0	0	0	0	0	0	0
DBET	0	0	0	0	0	0	0
TXNDC15	4864	5324	5432	6359	7166	4299	4622
PDE4D	1805	1517	2297	1708	2005	1193	1186
MYO10	3613	3454	4211	6950	4406	3438	4461
ADAMTS12	208	24	319	284	140	366	265
LOC729506	4	13	18	10	15	4	4
GRAMD3	1498	1362	2507	2002	2703	1273	1305
SV2C	5	0	7	3	10	0	4
MAN2A1	6286	5999	5070	8367	6293	5346	5455
LOC102467224	0	0	0	0	0	0	1
WWC1	2290	3269	2269	5860	2928	2827	3736
ARHGAP26	833	1125	944	1305	776	920	1057
ADRA1B	7	20	13	20	18	12	7
ADAMTS16	12	62	51	25	38	34	7
SEMA5A	3965	6496	8289	5200	8498	3888	4792
OTULIN	1123	1080	1250	1662	1349	1009	891
FBXL7	20	12	64	64	81	54	60
CTNND2	1844	1436	2288	1941	2592	1111	1734
LINC01194	0	0	0	0	0	0	0
CDH18	550	804	158	387	996	307	67
CDH12	92	133	140	57	81	177	35
DROSHA	2051	2272	2327	2887	2808	1873	1769
SPEF2	54	251	263	187	213	256	198
WDR70	893	1351	1298	1389	1389	985	818
OSMR-AS1	0	3	0	1	0	0	2
FLJ32255	3	8	10	11	18	4	10
ARL15	2480	2060	3042	2403	3384	2006	1880
IPO11	562	725	906	858	904	547	491
MAST4	4612	4008	4498	4516	4262	3837	3410
ZSWIM6	755	922	682	1144	659	859	827
SGTB	1470	1170	1838	1221	1333	974	820
FCHO2	1161	1379	1508	1816	1629	1108	1333
ANKRD31	21	77	45	44	47	43	17
VCAN	487	225	656	1648	700	2523	2204
SSBP2	3910	3679	3598	4451	5002	2923	3101
RNU5E-1	0	0	0	0	0	0	0
PDE8B	3825	4641	5917	2523	6636	4052	2140
RNU5D-1	0	0	0	0	0	0	0
MEF2C	98	110	408	173	303	171	76
GPR98	1943	2016	2079	2044	1683	2380	1166
MCTP1	44	18	50	41	36	24	20
LIX1	0	0	0	0	4	0	2
FAM172A	2004	2346	2400	2748	2849	2142	1690
EFNA5	1378	1307	1468	2025	1581	1229	748
SLCO6A1	0	0	0	0	0	0	2
NREP	600	425	930	952	778	973	832
SRP19	1833	2436	2374	2548	2373	1780	1902
AQPEP	4	4	0	6	6	0	2
DMXL1	3065	3473	4420	3246	3541	2304	2208
CEP120	1548	1464	2054	1773	1865	1210	980
PRRC1	5672	6651	5884	6112	5852	4392	4443
FNIP1	3711	3358	4679	3893	3785	2526	2038
ADAMTS19	1	2	0	2	2	0	2
FBXL21	2	2	7	6	3	12	10
SIL1	3838	5127	3699	9671	6365	4316	6706
FAM13B	2365	2847	3243	2409	2820	2201	1743
SPOCK1	1467	736	751	1802	849	828	955
HTR4	0	0	0	0	2	0	0
KCTD16	359	127	119	172	129	175	170
CSNK1A1	7858	9091	9933	10997	10647	8474	7503
DPYSL3	2753	1763	1909	6438	2800	3228	2142
GRIA1	5	26	20	0	8	4	4
LARP1	18253	17041	24137	19024	21856	15211	10788
EBF1	79	54	141	84	68	105	77
LOC101927134	7	37	0	4	5	5	2
TENM2	809	274	578	364	652	340	492
HRH2	0	4	12	2	2	0	2
KCNIP1	671	155	963	878	1433	736	1141
BTNL8	2	8	1	16	0	3	10
TBC1D9B	10516	12668	13461	14189	14753	8492	8594
SLC9A3	59	62	82	83	104	97	100
AHRR	663	253	1031	797	411	526	223
TRIP13	44	134	56	82	41	47	73
SLC6A3	2	4	0	0	0	0	0
SDHAP3	128	104	117	184	122	199	138
C5orf38	365	125	674	528	1293	238	469
FASTKD3	424	486	530	645	487	470	451
ADCY2	297	120	143	467	459	186	312
MARCH6	14820	13885	17080	13373	15371	11500	9547
LOC285692	0	0	0	0	0	0	0
ANKRD33B	35	177	69	123	82	66	96
DAP	10039	15586	11782	15146	15517	9453	11318
TRIO	4008	3828	4787	6015	4838	3997	3214
DNAH5	562	1118	1227	982	1330	1802	998
ANKH	14352	14781	20954	12789	20432	10080	8345
LOC101929454	0	0	0	0	0	0	0
MARCH11	26	4	16	28	28	0	38
FAM134B	3362	4673	2551	3848	2545	2875	2970
LOC101929505	0	0	4	0	2	0	0
LOC285696	0	2	0	0	0	0	0
GUSBP1	226	716	397	270	393	216	538
PMCHL1	0	0	0	0	0	0	0
CDH10	1553	870	1367	2583	1510	1130	856
CDH9	0	0	0	0	0	0	0
CDH6	527	560	750	1629	807	1411	1428
ZFR	9270	9512	9150	9139	10368	6799	5961
PDZD2	2304	1778	4410	2625	4265	2134	1744
MTMR12	2453	3401	3041	3580	2517	2939	2465
NPR3	16	44	33	40	32	45	84
SLC45A2	34	47	43	14	12	10	12
C1QTNF3-AMACR	8	0	1	3	2	2	0
PRLR	1163	883	1458	1170	1517	638	1052
RAI14	921	926	1226	2843	1178	1214	1506
TTC23L	8	20	15	21	30	6	17
CAPSL	17	33	45	46	25	61	44
SKP2	333	374	458	392	371	346	340
UGT3A2	0	2	2	0	8	0	2
NIPBL	5121	5037	6300	6639	5688	3973	3897
NUP155	1133	1217	1470	1359	1280	963	680
C5orf42	1872	1818	1895	1805	2217	1349	1215
LIFR	421	569	519	601	283	460	281
EGFLAM	6	12	3	21	13	16	26
LIFR-AS1	77	102	101	109	118	63	55
RICTOR	3022	2841	4202	3301	3124	2281	1960
FYB	43	9	113	36	78	48	28
OSMR	653	1491	465	4246	577	1639	1705
C9	0	2	0	0	0	0	0
PRKAA1	3809	3818	4622	4944	4680	3702	3750
C6	409	1630	490	850	637	1443	1013
OXCT1	2114	2787	3074	3164	3292	1969	2091
MROH2B	0	0	0	3	0	4	2
PLCXD3	17670	27724	30980	20200	26739	17493	11192
GHR	138	256	200	310	135	199	109
NNT	5075	5847	4353	6390	5701	3821	4264
ZNF131	895	862	1125	1039	1145	797	660
NIM1K	305	263	403	320	439	298	229
CCL28	316	725	144	646	339	461	1320
HCN1	63	108	67	69	68	24	64
PARP8	1978	2624	1989	2790	2673	2046	1963
ITGA2	1258	1738	1134	6431	1026	2468	2880
ITGA1	1262	531	1597	3609	1764	2021	1376
NDUFS4	2124	2575	2951	3444	3469	2185	2180
LOC102467080	0	0	0	0	0	0	12
DDX4	6	10	0	7	2	2	0
IL31RA	0	0	0	8	0	0	0
ANKRD55	0	0	0	3	0	3	0
PPAP2A	540	727	636	842	585	473	585
SKIV2L2	4448	5360	5319	5999	6211	3872	3949
GPBP1	4884	5287	6134	6300	7043	4296	4564
LOC101928448	0	0	0	0	1	1	0
MIER3	2190	1758	2618	2303	2363	1462	1622
LOC101928569	69	35	25	26	42	8	41
LINCR-0003	0	0	0	0	0	0	0
RAB3C	1649	970	1333	1842	2237	928	920
DEPDC1B	14	49	8	33	26	31	25
NDUFAF2	476	645	656	710	701	444	479
KIF2A	2279	2141	2818	2355	2881	1632	1557
C5orf64	0	0	0	0	1	2	0
RNF180	1015	1089	1259	1104	1671	879	775
RGS7BP	84	92	71	101	90	111	66
PPWD1	920	1072	1255	1442	1366	1045	806
ADAMTS6	59	45	57	136	69	87	101
CWC27	1248	1653	1812	1883	1995	1232	1141
ERBB2IP	2478	3032	3451	4081	3053	2370	2648
RAD17	3620	4207	4663	3153	4065	2843	2548
CDK7	683	877	765	1068	975	688	677
SLC30A5	4497	4926	4352	4751	5184	3590	3588
GUSBP3	0	0	0	0	0	0	0
OCLN	1102	2554	1092	2442	874	1238	1369
SERF1B	0	0	0	0	0	0	0
GTF2H2B	24	28	38	9	6	35	12
SMA4	6	6	9	3	5	9	6
SERF1A	0	0	0	0	0	0	0
SMA5	0	12	0	1	0	0	0
MCCC2	3022	3617	3273	4559	3828	2858	3086
BDP1	3023	2688	3905	3305	3323	2160	2307
GUSBP9	0	0	1	0	0	4	0
LOC647859	30	14	24	0	6	34	0
MAP1B	19722	11802	15795	15871	17112	11371	7700
MRPS27	2615	2992	3480	3965	4001	2427	2199
ARHGEF28	2509	1703	2443	3270	2449	1770	1753
UTP15	745	994	1096	1002	1002	719	595
GFM2	1844	2679	2549	2405	2981	1796	1744
ENC1	2566	4567	2111	5628	2035	4851	5174
POC5	463	603	614	835	711	551	554
COL4A3BP	4618	4427	5856	5081	6427	3922	3744
POLK	1875	2413	2712	2289	2802	1863	1698
S100Z	125	11	46	33	77	36	72
F2R	557	206	786	950	934	1308	969
IQGAP2	975	2497	860	2058	1121	1915	2136
ZBED3-AS1	70	146	111	73	106	86	49
TBCA	3747	4065	4510	5679	5386	3077	3360
AP3B1	5304	7795	5706	9192	7202	5930	4883
LOC101929154	0	0	0	0	0	0	0
BHMT2	721	138	403	190	364	274	247
LHFPL2	667	1302	884	2373	1177	1424	1205
SCAMP1	10024	10439	12930	8452	14873	7503	7154
ARSB	715	839	1001	1295	988	782	973
CMYA5	11	49	70	76	42	48	74
SERINC5	1867	1803	2045	2650	2046	1428	2538
HOMER1	616	463	666	659	579	517	537
RASGRF2	1145	1250	741	1024	1623	1094	788
FAM151B	37	43	36	47	40	41	45
MSH3	1291	1166	1311	1352	1398	1288	895
ATG10	515	876	559	684	662	697	672
XRCC4	278	462	383	603	351	303	391
HAPLN1	0	0	0	0	0	0	0
EDIL3	7436	5298	8849	10009	11234	4223	3353
NBPF22P	1	1	0	0	0	0	0
RASA1	2618	2875	3129	3488	3606	2340	2511
LOC101929380	0	0	0	0	0	0	0
TMEM161B	461	864	877	763	803	678	586
TMEM161B-AS1	171	238	150	235	223	155	171
LINC00461	0	0	0	0	17	0	0
MEF2C-AS1	0	2	0	1	0	0	0
POLR3G	170	190	201	227	176	182	143
LINC01339	0	0	0	0	0	0	0
ARRDC3-AS1	68	26	44	43	46	28	46
NR2F1	68	41	47	214	81	266	147
NR2F1-AS1	20	5	32	103	70	130	58
MIR548AO	0	0	0	0	0	0	0
ANKRD32	191	236	217	317	261	176	205
KIAA0825	60	107	80	112	94	86	80
GLRX	1204	890	790	1709	1533	942	1336
ELL2	11018	6781	11736	17339	16651	8122	11930
FAM81B	29	25	50	44	30	24	61
ARSK	929	800	610	680	935	547	538
CAST	6522	6666	7616	9927	7826	5795	5556
LNPEP	1298	1025	1375	1090	1172	618	774
LINC01340	0	0	0	0	0	0	0
FAM174A	2490	2620	2952	2457	3804	2218	2214
SLCO4C1	64	138	61	118	59	57	291
PAM	98483	90521	78751	114531	96726	61285	75624
PPIP5K2	2406	2509	3247	1714	3186	2030	1924
LINC00491	6	0	0	6	6	0	6
NUDT12	2656	3856	4409	3549	3982	2724	1423
LOC102467213	0	0	0	0	0	0	0
FBXL17	3204	4221	4111	3612	4416	2774	2559
FER	348	266	308	464	323	237	226
TMEM232	71	156	130	156	202	103	119
CAMK4	44	35	17	40	19	31	39
STARD4-AS1	60	59	59	87	52	63	103
APC	5630	4906	6680	5029	6389	3761	3111
EPB41L4A	779	1918	1071	1321	1038	1534	1254
NREP-AS1	0	0	0	0	0	0	1
YTHDC2	2100	2694	3442	2594	2753	1947	1920
MCC	2524	2709	3368	2640	2786	2337	1527
DCP2	1136	1010	1630	1640	1512	1223	1010
KCNN2	21	43	40	48	28	22	29
PGGT1B	822	1080	1336	1268	1103	863	833
AP3S1	1839	1893	1570	2395	2030	1473	1647
TMED7	9193	12945	12613	11181	13350	9073	8911
LOC101927100	38	69	31	55	58	51	43
TMED7-TICAM2	0	0	0	0	0	0	0
COMMD10	1453	2012	1506	1962	2180	1545	1180
SEMA6A	1409	1841	1298	3195	1310	2283	1716
LINC00992	16	44	24	28	25	44	30
DTWD2	467	804	709	537	695	462	570
LOC101927280	1	0	0	2	0	0	0
TNFAIP8	791	1620	854	1692	830	990	1288
PRR16	26	8	67	62	64	55	19
LOC100505841	0	0	0	0	0	0	0
SNCAIP	57	8	35	101	57	115	133
LOC101927379	0	0	0	0	0	0	0
SNX2	5281	6049	7338	6425	6964	4688	4061
SNX24	647	745	972	949	969	700	678
CSNK1G3	1705	2015	2251	2528	2579	1779	1705
ZNF608	1289	1395	1496	2274	1461	1480	1177
LOC101927421	0	0	1	0	0	0	0
LOC101927460	1	0	0	0	0	0	1
MARCH3	221	370	282	630	185	560	502
PHAX	2015	2429	3071	2819	2825	2021	1927
MEGF10	33	21	20	36	22	6	15
FBN2	4	2	2	14	15	24	21
LINC01184	354	673	571	581	664	530	421
SLC27A6	355	557	263	485	487	396	277
CHSY3	12	18	12	26	5	22	14
RAPGEF6	1473	1761	1740	1525	1551	1088	955
CDC42SE2	6513	5215	7596	8193	9397	5448	6057
ACSL6	597	338	678	351	312	366	234
PDLIM4	698	547	678	1154	1445	597	869
LOC728637	6	0	2	0	0	0	0
SLC22A5	1127	1228	840	1371	1214	1062	1046
AFF4	13709	13745	18126	14410	15247	10042	8931
